MODEL,SAMPLING,PARAMS,MEAN_SCORE
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 300}",0.86483615766168
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 100}",0.833862775640677
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 200}",0.853392548021613
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 300}",0.8583398517609745
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 100}",0.87789255993422
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 200}",0.891485245194168
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 300}",0.895426313085668
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 100}",0.7833101091212029
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 200}",0.8299077606291109
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 300}",0.850912604898889
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 100}",0.840442640743762
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 200}",0.8772328887421588
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 300}",0.8897653142521786
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 100}",0.8752293780505084
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 200}",0.8982321565036956
gradient_boosting,Oversampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 300}",0.9067978570741175
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100}",0.3911660710240295
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200}",0.4350690766145467
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 300}",0.4522443186522473
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100}",0.43002856146088125
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200}",0.4820471951502195
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 300}",0.4919560563412185
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__n_estimators': 100}",0.44322395276473214
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__n_estimators': 200}",0.4882973794196869
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__n_estimators': 300}",0.5049929673558801
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 2, 'model__n_estimators': 100}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 2, 'model__n_estimators': 200}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 2, 'model__n_estimators': 300}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 3, 'model__n_estimators': 100}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 3, 'model__n_estimators': 200}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 3, 'model__n_estimators': 300}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 4, 'model__n_estimators': 100}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 4, 'model__n_estimators': 200}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0, 'model__max_depth': 4, 'model__n_estimators': 300}",0.3269602210853735
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 100}",0.444788364133436
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 200}",0.444788364133436
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 300}",0.444788364133436
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 100}",0.46576692166754313
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 200}",0.46573538986260804
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 300}",0.46474414475627013
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 100}",0.4718606494930245
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 200}",0.46942369714904925
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 300}",0.46942369714904925
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 100}",0.5242749136955079
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 200}",0.52667540377446
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 300}",0.5312615497507237
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 100}",0.5120025263519561
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 200}",0.5112398624271811
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 300}",0.5112730711478086
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 100}",0.5311669793132578
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 200}",0.5314553687540265
gradient_boosting,Undersampling (all features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 300}",0.5126080147617382
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100}",0.32697936741302575
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200}",0.32697936741302575
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 300}",0.32697936741302575
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100}",0.32697936741302575
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200}",0.32697377078563755
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 300}",0.32697377078563755
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__n_estimators': 100}",0.32697377078563755
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__n_estimators': 200}",0.32696817388161664
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__n_estimators': 300}",0.3269625769775752
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 2, 'model__n_estimators': 100}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 2, 'model__n_estimators': 200}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 2, 'model__n_estimators': 300}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 3, 'model__n_estimators': 100}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 3, 'model__n_estimators': 200}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 3, 'model__n_estimators': 300}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 4, 'model__n_estimators': 100}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 4, 'model__n_estimators': 200}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0, 'model__max_depth': 4, 'model__n_estimators': 300}",0.32698216565756416
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 100}",0.32933325780136213
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 200}",0.32933325780136213
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 2, 'model__n_estimators': 300}",0.32933325780136213
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 100}",0.3430903062825268
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 200}",0.343080112001638
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 3, 'model__n_estimators': 300}",0.34303101091097127
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 100}",0.3459184379094305
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 200}",0.34587934984095253
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 1, 'model__max_depth': 4, 'model__n_estimators': 300}",0.34588380901447335
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 100}",0.32900323855634633
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 200}",0.33073830840838775
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 2, 'model__n_estimators': 300}",0.3334587772732633
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 100}",0.33693926996116796
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 200}",0.3430683570119159
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__n_estimators': 300}",0.3448172658125311
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 100}",0.3458315183175531
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 200}",0.35204047879912953
gradient_boosting,Undersampling (inference features),"{'model__learning_rate': 0.5, 'model__max_depth': 4, 'model__n_estimators': 300}",0.35525186790578367
support_vector_machine,No resampling (all features),"{'model__C': 0.1, 'model__kernel': 'rbf'}",0.3593174965363977
support_vector_machine,No resampling (all features),"{'model__C': 1, 'model__kernel': 'rbf'}",0.4266628666098395
support_vector_machine,No resampling (all features),"{'model__C': 10, 'model__kernel': 'rbf'}",0.455249300945457
support_vector_machine,No resampling (inference features),"{'model__C': 0.1, 'model__kernel': 'rbf'}",0.32706295051948503
support_vector_machine,No resampling (inference features),"{'model__C': 1, 'model__kernel': 'rbf'}",0.32706018843411727
support_vector_machine,No resampling (inference features),"{'model__C': 10, 'model__kernel': 'rbf'}",0.32705190191089933
support_vector_machine,Oversampling (all features),"{'model__C': 0.1, 'model__kernel': 'rbf'}",0.659928229507703
support_vector_machine,Oversampling (all features),"{'model__C': 1, 'model__kernel': 'rbf'}",0.782896683922739
support_vector_machine,Oversampling (all features),"{'model__C': 10, 'model__kernel': 'rbf'}",0.8322238562791723
support_vector_machine,Oversampling (inference features),"{'model__C': 0.1, 'model__kernel': 'rbf'}",0.4808003703396502
support_vector_machine,Oversampling (inference features),"{'model__C': 1, 'model__kernel': 'rbf'}",0.6699120082875559
support_vector_machine,Oversampling (inference features),"{'model__C': 10, 'model__kernel': 'rbf'}",0.7282569320831929
support_vector_machine,Undersampling (all features),"{'model__C': 0.1, 'model__kernel': 'rbf'}",0.386739760153683
support_vector_machine,Undersampling (all features),"{'model__C': 1, 'model__kernel': 'rbf'}",0.44551474418840176
support_vector_machine,Undersampling (all features),"{'model__C': 10, 'model__kernel': 'rbf'}",0.4781214153430455
support_vector_machine,Undersampling (inference features),"{'model__C': 0.1, 'model__kernel': 'rbf'}",0.32698216565756416
support_vector_machine,Undersampling (inference features),"{'model__C': 1, 'model__kernel': 'rbf'}",0.32697936741302575
support_vector_machine,Undersampling (inference features),"{'model__C': 10, 'model__kernel': 'rbf'}",0.3269709722644664
neural_network,Undersampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.5088284021685573
neural_network,Undersampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.5107939948077006
neural_network,Undersampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.4537483277877066
neural_network,Undersampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.4703902239765024
neural_network,Undersampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.5101382973825994
neural_network,Undersampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.5042634704581147
neural_network,Undersampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.4873383662153321
neural_network,Undersampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.4986123544221403
neural_network,Undersampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.32697936741302575
neural_network,Undersampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.32697936741302575
neural_network,Undersampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.32698216565756416
neural_network,Undersampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.32698216565756416
neural_network,Undersampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.32697656916848733
neural_network,Undersampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.32697936741302575
neural_network,Undersampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.32698216565756416
neural_network,Undersampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.32698216565756416
neural_network,No resampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.500443173408454
neural_network,No resampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.49986501966075075
neural_network,No resampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.3740380532021205
neural_network,No resampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.3850861021153686
neural_network,No resampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.4962262649624399
neural_network,No resampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.4843240455092961
neural_network,No resampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.43813328517179295
neural_network,No resampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.4852327965072218
neural_network,No resampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.32706018843411727
neural_network,No resampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.32706018843411727
neural_network,No resampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.32706295051948503
neural_network,No resampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.32706295051948503
neural_network,No resampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.32705742648601993
neural_network,No resampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.32705742648601993
neural_network,No resampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.32706295051948503
neural_network,No resampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.32706018843411727
neural_network,Oversampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.13299696207658143
neural_network,Oversampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.14109129560068978
neural_network,Oversampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.10351679671646073
neural_network,Oversampling (all features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.10867105753863027
neural_network,Oversampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.11788317051769392
neural_network,Oversampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.133507814398636
neural_network,Oversampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.08716771933777324
neural_network,Oversampling (all features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.10032954425288572
neural_network,Oversampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.08389764898830232
neural_network,Oversampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.08335493398189246
neural_network,Oversampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.0833826290200415
neural_network,Oversampling (inference features),"{'model__lr': 0.05, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.08362331600584037
neural_network,Oversampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 10}",0.08679657348592289
neural_network,Oversampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0, 'model__module__num_units': 20}",0.08333678704582108
neural_network,Oversampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 10}",0.08361615605381477
neural_network,Oversampling (inference features),"{'model__lr': 0.1, 'model__module__dropout': 0.5, 'model__module__num_units': 20}",0.08336098667109121
